name,count,need_to_be_removed
SM_H_Government_Tide_CornerMirrors_01,18,FALSE
SM_H_Government_Tide_MetalPipe_03,18,TRUE
SM_BS_Military_Clothes_Helmet_03,18,FALSE
SM_H_Government_Tide_Table_03a,18,FALSE
SM_H_Building_Tide_Chain_02b,18,FALSE
SM_H_Government_Prison_TideDoor_02a,18,FALSE
SM_H_FutureTech_ExperimentalTools_01_C,18,FALSE
SM_H_FutureTech_ExperimentalTools_01_F,18,FALSE
SM_H_FutureTech_Continuous_Metal_04_Plastics_02,17,TRUE
SM_H_IceLand_Props_FireAlarm_01,17,TRUE
SM_H_Government_Tide_ClothSlot_02,17,FALSE
SM_H_Government_Office_Carts_01,17,FALSE
SM_M_NavalBattle_Building_Decal_14a,17,TRUE
SM_H_FutureTech_Resort_litter_01,17,FALSE
SM_H_Government_Tide_ServerParts_02,17,FALSE
SM_I_Connect_Decal_06d,17,FALSE
SM_Generic_Lighting_TableLamp_03,17,FALSE
SM_H_FutureTech_Furniture_Chair_05,17,FALSE
SM_Branding_Sign_10,17,FALSE
SM_H_Government_Tide_MetalWall_01,17,FALSE
SM_H_Government_Office_Table_03,17,FALSE
SM_H_Building_Tide_AsphaltBroken_07b,17,TRUE
SM_H_Government_Office_Servers_03,17,FALSE
SM_H_Government_Tide_DecorativePainting_04E,17,FALSE
SM_M_Commercial_Resort_Flowerpot_05,17,FALSE
SM_H_Building_Tide_Pipeline_01c,17,TRUE
SM_NavalBattle_Nature_Rock_Large_Island_01,16,FALSE
SM_M_Branding_Billboard_RepairShop_02,16,FALSE
SM_H_IceLand_Props_litter_01,16,TRUE
SM_H_IceLand_Props_Bullet_01e,16,TRUE
SM_M_Building_Residential_Modular_Decal_41a_0,16,FALSE
SM_H_FutureTech_Office_Newspaper_06,16,TRUE
SM_M_Generic_Telephone_01,16,FALSE
SM_H_Building_Tide_Jail_Room_04,16,FALSE
SM_H_Government_Tide_StorageJar_02,16,FALSE
SM_H_Government_Tide_FilingCabinet_07,16,FALSE
SM_H_Decal_WellLid_11,16,FALSE
SM_H_Building_Tide_PrisonMain_Tower_01b,16,FALSE
SM_M_Office_RollingFileStorage_Cabinet_01,16,FALSE
SM_H_Government_Tide_Sink_01,16,FALSE
SM_H_Government_Tide_MetalPipe_04,16,TRUE
SM_H_Building_Tide_DeepJail_04_Meatl_01d,16,FALSE
SM_H_FutureTech_Furniture_Display_02_B,16,FALSE
SM_H_Government_Office_Servers_04,16,FALSE
SM_H_Branding_Screen_Monitor_05,16,FALSE
SM_H_Government_Office_Portfolio_01,16,FALSE
SM_H_Government_Tide_Dolls_01,16,FALSE
SM_H_Government_Tide_DevelopingWater_01,16,FALSE
SM_M_Industrial_Commercial_Bar_Picture_02,16,FALSE
SM_H_Government_Tide_AsepticCabinet_01,16,FALSE
SM_H_Building_Tide_MedicalRoom_03I,16,TRUE
SM_Branding_ConstructionsiteSign_23,15,FALSE
SM_H_FutureTech_Continuous_Rubber_01_02,15,TRUE
SM_Government_Office_chair_02,15,FALSE
SM_M_Industrial_Tools_Stepladder_02B,15,FALSE
SM_H_FutureTech_Label_Waste_04_B,15,FALSE
SM_H_Building_Tide_PrisonMain_13,15,FALSE
SM_M_Industrial_ElectricBox_Big_01D,15,TRUE
SM_H_Building_Tide_WaterDungeon_06,15,FALSE
SM_M_Industrial_Tools_Toolbox_01,15,FALSE
SM_M_Government_Office_Cable_03a,15,FALSE
SM_M_Government_Office_Clothes_01,15,FALSE
SM_H_Building_Tide_DeepJail_10,15,FALSE
SM_H_FutureTech_Tools_01G,15,FALSE
SM_H_Government_Tide_Stigma_01,15,FALSE
SM_Generic_Lighting_Spotlight_02,15,FALSE
SM_H_Building_Tide_Chain_02,15,FALSE
SM_H_Government_Tide_Photo_01B,15,FALSE
SM_H_Building_Tide_Jail_Railing_01g,15,FALSE
SM_H_Building_Tide_Jail_Railing_01g_Decal,15,TRUE
SM_H_Building_Tide_Jail_Fencing_01,15,FALSE
SM_H_Building_Tide_Jail_Railing_03e,15,FALSE
SM_H_FutureTech_Continuous_Metal_06_04,15,TRUE
SM_H_Government_Tide_Knife_01,14,FALSE
SM_M_Commercial_Resort_Papers_01a,14,TRUE
SM_H_Building_Tide_Kitchendoor_01,14,FALSE
SM_Generic_Lighting_Spotlight_04,14,FALSE
SM_H_Government_Tide_InstrumentTra_02,14,FALSE
SM_Industrial_Construction_ConcreteBeam_01f_Broken,14,FALSE
SM_H_Government_Tide_Cabinet_07A,14,FALSE
SM_H_Building_Tide_PrisonMainInter_04c,14,FALSE
SM_M_Building_ware_01l,14,TRUE
SM_M_NavalBattle_Building_Decal_19d,14,FALSE
SM_H_FutureTech_Tools_01B,14,FALSE
SM_H_FutureTech_Tools_01C,14,FALSE
SM_H_FutureTech_Continuous_Metal_09_Red_06,14,TRUE
SM_M_Commercial_Resort_Carton_05,14,TRUE
SM_H_Government_Tide_Tableware_01D,14,TRUE
SM_Commercial_Lighting_RoundLight_01,14,FALSE
SM_H_FutureTech_Furniture_Speakers_01_C,14,FALSE
SM_I_NavalBattle_Connect_Decal_01i,14,FALSE
SM_H_FutureTech_Sanitary_Cosmetics_03,14,FALSE
SM_H_Government_Tide_DecorativePainting_04D,14,FALSE
SM_BS_Military_Weapon_BenelliM4Std_01,14,FALSE
SM_H_Industrial_Lighting_Spotlight_01E,14,FALSE
SM_H_Building_Industrial_Tide_Cellar_22mA,14,FALSE
SM_H_Building_Tide_Jail_Stairs_04,14,FALSE
SM_H_Building_Tide_Jail_Railing_01j_Decal,14,TRUE
SM_H_FutureTech_Continuous_Metal_09_Red_05,14,TRUE
SM_M_Commercial_Signs_Railing_04A,14,FALSE
SM_NavalBattle_Nature_Rock_Large_Island_04,13,FALSE
SM_Branding_Poster_03A,13,TRUE
SM_H_IceLand_Props_litter_03,13,TRUE
SM_Branding_Calendar_01,13,TRUE
SM_H_IceLand_Props_litter_02,13,TRUE
SM_M_Government_Office_SmokeAlarm_01,13,TRUE
SM_M_Government_Electrical_Wire_05,13,TRUE
SM_H_Government_Tide_Saw_01,13,FALSE
SM_H_FutureTech_Telephone_01,13,FALSE
SM_H_Government_Tide_InstrumentTra_03,13,FALSE
SM_Industrial_Construction_ConcreteBeam_01d_Broken,13,FALSE
SM_M_Agricultural_Tools_PlasticCrate_01,13,FALSE
SM_Branding_Warning_Sign_32,13,FALSE
SM_H_Government_Tide_Tableware_01C,13,TRUE
SM_M_Residential_Kitchen_Knives_01_d,13,TRUE
SM_H_Branding_Screen_Monitor_02C,13,FALSE
SM_Industrial_Lighting_DownLight_01,13,FALSE
SM_H_Government_Hospital_InfusionBottle_02,13,FALSE
SM_NavalBattle_Nature_Rock_Ground_Overlays_03_HD,13,FALSE
SM_H_Government_Office_Portfolio_02,13,TRUE
SM_H_Building_Tide_Chain_02a,13,FALSE
SM_M_Props_Industrial_Pier_01,13,FALSE
SM_H_Building_Tide_Jail_Railing_01j,13,FALSE
SM_H_Building_Tide_Jail_Railing_03d_Decal,13,FALSE
SM_H_Building_Tide_Jail_Ventilator_01,13,FALSE
SM_H_Government_Prison_TideDoor_02,13,FALSE
SM_H_Gibraltar_Props_Industrial_NavigationMark_01,13,FALSE
SM_M_Building_ware_01i,12,TRUE
SM_Government_Office_Paper_02,12,TRUE
SM_H_IceLand_Props_IndustrialExtinguisher_01b,12,FALSE
SM_H_Building_Tide_DeepJail_04_pillar_02_Decal,12,FALSE
SM_H_FutureTech_Resort_WellCover_01,12,FALSE
SM_FutureTech_Vehicle_ForkLift_02,12,FALSE
SM_H_Government_Tide_Printer_01,12,FALSE
SM_M_Residential_Storage_Bucket_03,12,FALSE
SM_H_Government_Office_MobileStorageRack_01,12,FALSE
SM_H_Building_Tide_Kitchendoor_01_R,12,FALSE
SM_Commercial_Resort_Fencing_01a,12,FALSE
SM_H_Building_Tide_WaterDungeon_06f,12,FALSE
SM_H_FutureTech_Electron_Computer_01_01,12,FALSE
SM_Emissive_Cylinder_01,12,FALSE
SM_H_IceLand_Building_Industrial_ElectricBox_01,12,FALSE
SM_M_Commercial_Resort_Carton_04,12,TRUE
SM_H_Government_Tide_Bread_02,12,TRUE
SM_H_Building_Tide_DeepJail_04_pillar_02,12,FALSE
SM_M_Commercial_Resort_Vase_04,12,FALSE
SM_M_Residential_Kitchen_Vegetables_01_b,12,FALSE
SM_H_Government_Tide_Roadmap_01A,12,FALSE
SM_H_Building_Tide_Jail_Railing_01m,12,FALSE
SM_H_Building_Tide_Jail_Railing_01m_Decal,12,TRUE
SM_Generic_Lighting_Chandelier_05,12,FALSE
SM_H_Government_Hospital_MedicalScreen_02,12,FALSE
SM_H_Government_Tide_TrashBag_03,12,TRUE
SM_H_Government_Tide_LabTable_01B,12,FALSE
SM_M_Government_Office_Blinds_01b,12,FALSE
SM_H_Government_Tide_Syringe_02,11,FALSE
SM_H_Building_Industrial_Wall_Wire_02,11,TRUE
SM_M_Building_Residential_Modular_Decal_41a_3,11,FALSE
SM_M_Branding_Billboard_Pharmacy_10,11,FALSE
SM_M_Decal_Graffiti_BookStore_02,11,FALSE
SM_H_IceLand_Props_WeatherCloth_03a,11,FALSE
SM_H_Government_Office_Table_04,11,FALSE
SM_NavalBattle_Nature_Rock_Large_Cliff_04,11,FALSE
SM_H_Government_Tide_Console_01B,11,FALSE
SM_M_Industrial_Tools_WoodenBoard_04b,11,FALSE
SM_H_Tide_Dock_Fabric_01d,11,FALSE
SM_H_Tide_Dock_Fabric_01,11,FALSE
SM_H_Government_Tide_ElecticBox_01,11,FALSE
SM_H_Government_Tide_Book_02G,11,TRUE
SM_H_Government_Tide_Firehose_01,11,FALSE
SM_M_Industrial_Electrical_Conditioners_09,11,FALSE
SM_H_Government_Tide_Table_01B,11,FALSE
SM_H_Building_Tide_DeepJail_04_Frame_06,11,FALSE
SM_H_Building_Tide_DeepJail_04_Stair_03,11,FALSE
SM_Government_Office_Paper_05,11,TRUE
SM_M_Government_Office_ButtonPanel_01,11,FALSE
SM_M_Commercial_Resort_Rag_03,11,FALSE
SM_H_Building_Tide_PrisonMain_11o,11,FALSE
SM_H_FutureTech_Fencing_01_01,11,FALSE
SM_H_Building_Tide_Chain_01,11,FALSE
SM_H_Building_Tide_Jail_Railing_01c_Decal,11,FALSE
SM_H_Building_Tide_Jail_Railing_01c,11,FALSE
SM_M_Industrial_Tools_ScaffoldCloth_04f,11,FALSE
SM_H_Government_Tide_AsepticCabinet_02,11,FALSE
SM_Branding_Warning_Sign_33,11,FALSE
SM_H_Gibraltar_Props_Cable_Rubber_01A,11,TRUE
SM_H_Industrial_Tools_Cloth_01,10,FALSE
SM_M_Building_Residential_Modular_Decal_41a_5,10,FALSE
SM_H_Government_Hospital_Picture_02,10,FALSE
SM_M_Government_Office_Paper_02,10,TRUE
SM_H_Government_Tide_FilingCabinet_06B,10,FALSE
SM_H_Government_Tide_ClothSlot_03,10,FALSE
SM_H_Government_Tide_MetalShelf_01,10,FALSE
SM_Industrial_Construction_ConcreteBeam_01c_Broken,10,FALSE
SM_H_Building_Tide_PrisonMain_Metal_04e,10,FALSE
SM_H_Building_Tide_PrisonMain_Metal_04e_Net,10,FALSE
SM_M_RoadFacility_Road_Curb_01,10,FALSE
SM_H_IceLand_Props_ContainerBarrel_04,10,FALSE
SM_H_Government_Hospital_Syringe_01,10,FALSE
SM_M_Agricultural_Lifebuoy_01,10,FALSE
SM_M_Government_Office_MedicineCabinet_02,10,FALSE
SM_M_Building_ware_02b,10,TRUE
SM_H_Government_Tide_MagazineRack_01A,10,FALSE
SM_M_Government_Electrical_Switch_02,10,FALSE
SM_H_Government_Tide_Brush_01,10,FALSE
SM_H_Government_Tide_ClothSlot_03C,10,FALSE
SM_M_Commercial_Kitchen_Bottle_02_b,10,TRUE
SM_H_FutureTech_Electronics_PowerSwitch_01_HD,10,TRUE
SM_Small_Door_General_01,10,FALSE
SM_H_FutureTech_Kitchen_Vase_01,10,FALSE
SM_M_Commercial_Kitchen_Bottle_01_b,10,TRUE
SM_M_Government_Office_Pen_01,10,TRUE
SM_H_FutureTech_Office_Newspaper_05,10,TRUE
SM_BS_Military_Clothes_Bag_04,10,FALSE
SM_H_IceLand_Props_IndustrialExtinguisher_01a,10,FALSE
SM_H_Government_Tide_Sofa_02,10,FALSE
SM_Building_Industrial_MixingRoom_02,10,TRUE
SM_H_Government_Tide_PaintBuckets_01,10,FALSE
SM_H_Industrial_Tools_Cloth_02B,10,FALSE
SM_H_Government_Office_CoffeeMachine_01,10,FALSE
SM_H_Building_Tide_WardenBoxroom_pillar01,10,FALSE
SM_H_Building_Tide_Jail_Railing_01k,10,FALSE
SM_H_Government_Prison_TideDoor_01b,10,FALSE
SM_H_FutureTech_Furniture_Speakers_01_B,10,FALSE
SM_M_Props_Industrial_duct_01,10,FALSE
SM_H_Government_Tide_AsepticCabinet_01_Glass,10,FALSE
SM_H_Building_Tide_Wire_01f,9,TRUE
SM_M_Building_ware_01c,9,TRUE
SM_M_Branding_Billboard_Poster_08,9,FALSE
SM_H_FutureTech_Furniture_Rug_01,9,FALSE
SM_Government_Office_Paper_04,9,TRUE
SM_H_Government_Tide_Syringe_01,9,FALSE
SM_H_Building_Tide_Jail_Room_03,9,FALSE
SM_H_Building_Tide_PrisonMain_Tower_01,9,FALSE
SM_H_Building_Tide_PrisonMain_Tower_01_glass,9,FALSE
SM_H_Government_Tide_Washer_03A,9,FALSE
SM_H_Government_Tide_FilingCabinet_07B,9,FALSE
SM_H_Government_Tide_StorageJar_04,9,FALSE
SM_H_Government_Tide_Book_01G,9,TRUE
SM_H_Government_Tide_Washer_02,9,FALSE
SM_Branding_Warning_Sign_16,9,FALSE
SM_BS_Military_Clothes_BulletBag_05,9,FALSE
SM_M_NavalBattle_Building_Decal_14b,9,FALSE
SM_H_Industrial_Lighting_WallLamp_02,9,FALSE
SM_H_Government_Tide_ServerParts_01,9,FALSE
SM_H_Government_Tide_RollerShutterMotor_01,9,FALSE
SM_H_Gibraltar_Props_Industrial_ElectricBox_02a,9,FALSE
SM_Branding_Warning_Sign_23,9,FALSE
SM_H_Government_Tide_Wok_01B,9,TRUE
SM_H_Government_Tide_Lunch_02B,9,FALSE
SM_BS_Military_Modified_Drill_01,9,TRUE
SM_Industrial_Commercial_Bar_Bottle_01,9,TRUE
SM_H_Building_Tide_DeepJail_04q,9,TRUE
SM_H_Government_Tide_DeepJail_04b_R,9,FALSE
SM_H_Government_Tide_DeepJail_04b_L,9,FALSE
SM_H_Government_Tide_MetalPipe_05,9,TRUE
SM_H_Industrial_Tools_OxygenContainer_01,9,FALSE
SM_M_Commercial_Kitchen_Bottle_01_d,9,TRUE
SM_H_FutureTech_Furniture_Cabinet_10,9,FALSE
SM_H_Government_Tide_Cabinet_01A,9,FALSE
SM_H_FutureTech_Furniture_Fencing_01,9,FALSE
SM_H_Building_Tide_Jail_Outlet_01,9,FALSE
SM_Branding_Warning_Sign_18,9,FALSE
SM_M_Residential_Bedroom_Cushion_02a,9,FALSE
SM_H_Government_Tide_Mattress_01,9,FALSE
SM_IceLand_Nature_Rock_Wall_03A,9,FALSE
SM_H_Government_Hospital_MedicineBottle_02,9,TRUE
SM_H_Government_Tide_MedicalEquipment_01,9,FALSE
SM_H_Building_Industrial_Shafted_Signallamp_03,9,FALSE
SM_M_Industrial_Container_Trash_01,9,FALSE
SM_H_Government_Office_Centrifuge_01,9,FALSE
SM_H_FutureTech_Office_Newspaper_04,8,TRUE
SM_H_Government_Tide_Pliers_01,8,FALSE
SM_H_Building_Tide_Jail_Pillar_01,8,FALSE
SM_M_Commercial_Resort_IronFrame_01,8,TRUE
SM_H_Building_Tide_Canteen_04Door,8,FALSE
SM_H_Building_Tide_WaterDungeon_02n,8,FALSE
SM_H_Government_Tide_RiceTable_01,8,FALSE
SM_H_PipeLine_Ring_04,8,FALSE
SM_H_Government_Tide_UrinalPools_01,8,FALSE
SM_H_Government_Tide_Table_03f,8,FALSE
SM_H_Props_Tide_Collect_box_01,8,FALSE
BP_InteractorContainer_Militarybox6_Fill_3P,8,FALSE
SM_H_Gibraltar_Props_Lighting_StreetLamp_01,8,FALSE
SM_H_Building_Tide_WaterDungeon_06e,8,FALSE
SM_M_Mound_Pile_04,8,FALSE
SM_H_Building_Tide_Dock_13d,8,FALSE
SM_H_FutureTech_Electron_Computer_01_03,8,FALSE
SM_M_Commercial_Resort_ElectricBox_01,8,FALSE
SM_H_Government_Tide_Helmet_01,8,FALSE
SM_H_Government_Tide_PrisonDormitory_StorageDesk_01,8,FALSE
SM_H_Government_Tide_RollerShutterDoors_04B,8,FALSE
SM_H_IceLand_Props_WeatherCloth_01b,8,FALSE
SM_H_FutureTech_Continuous_Metal_09_Red_08,8,TRUE
SM_H_Government_Tide_Lunch_02C,8,FALSE
SM_M_Residential_Kitchen_CuttingBoard_01,8,TRUE
SM_H_Government_Tide_Monitor_03B,8,TRUE
SM_Industrial_Commercial_Bar_Bottle_03,8,TRUE
SM_H_IceLand_Props_WeatherCloth_02b,8,FALSE
SM_H_Government_Office_Cable_02,8,FALSE
SM_H_Government_Tide_NoticeBoard_01,8,FALSE
SM_H_Government_Office_ServerParts_06,8,FALSE
SM_H_Building_Tide_DeepJail_04_Frame_03,8,FALSE
SM_H_Building_Tide_DeepJail_04_Frame_02,8,FALSE
SM_FutureTech_Laboratory_Table_03,8,FALSE
SM_FutureTech_Office_FileCabinet_01A,8,FALSE
SM_Branding_ConstructionsiteSign_45,8,FALSE
SM_H_Building_Tide_WaterDungeon_06d,8,FALSE
SM_I_WalkwaySystem_Terrace_128_01B,8,FALSE
SM_I_WalkwaySystem_Terrace_128_01,8,FALSE
SM_M_Industrial_Tools_WoodenBoard_10a,8,FALSE
SM_H_Government_Tide_DisplayCabinet_01B,8,FALSE
SM_H_Government_Tide_DecorativePainting_04F,8,FALSE
SM_H_Government_Tide_DecorativePainting_04G,8,FALSE
SM_H_Government_Office_ServerParts_05,8,TRUE
SM_M_Commercial_Kitchen_Bottle_03_a,8,TRUE
SM_H_Building_Tide_WoodShaving_03,8,TRUE
SM_H_FutureTech_Lighting_DecorativeLamp_05_A,8,FALSE
SM_H_Building_Tide_JailDig_window_01,8,FALSE
SM_M_Props_Industrial_Crest_mound_01,8,FALSE
SM_H_Building_Tide_Jail_Railing_03b_Decal,8,FALSE
SM_H_Building_Tide_Jail_Railing_03b,8,FALSE
SM_H_Government_Office_Analyzer_01,8,FALSE
SM_H_Government_Tide_AsepticLaboratoryTable_01,8,FALSE
SM_H_Government_Tide_AsepticLaboratoryTable_01_Glass,8,FALSE
SM_H_Props_Industrial_Tide_Wharf_01,8,FALSE
SM_NavalBattle_Nature_Rock_04_HD,7,FALSE
SM_Emissive_Plane_02,7,FALSE
SM_Branding_Poster_03C,7,TRUE
SM_H_Government_Tide_Refrigerator_01,7,FALSE
SM_Government_Office_OfficeDesk_03,7,FALSE
SM_BS_Military_Hospital_Equipment_04,7,FALSE
SM_H_Gibraltar_Building_WareHouse_Pipeline_04H,7,FALSE
SM_H_FutureTech_Tools_BuildingMaterials_02,7,FALSE
SM_Generic_Lighting_WallLamp_04,7,FALSE
SM_H_Gibraltar_Props_Industrial_Vents_01C,7,FALSE
SM_H_FutureTech_Props_WeatherCloth_01c,7,FALSE
SM_H_Building_Tide_DeepJail_02n,7,FALSE
SM_H_Government_Tide_ElevatorPanels_01,7,FALSE
SM_H_Government_Tide_Bucket_01,7,FALSE
SM_Generic_Lighting_StreetLamp_02A,7,FALSE
SM_Government_Office_Books_04,7,TRUE
SM_Decal_Residential_Checkpoint_04,7,FALSE
SM_BS_Military_Modified_HangingBoard_02,7,FALSE
SM_M_Government_Office_TableMoveable_01,7,FALSE
SM_H_Building_Tide_DeepJail_02c,7,FALSE
SM_H_Building_Tide_DeepJail_04e,7,FALSE
SM_BS_Military_Modified_ToolBox_03,7,FALSE
SM_H_FutureTech_Tools_01H,7,FALSE
SM_M_Commercial_Kitchen_Bottle_01_e,7,TRUE
SM_H_Government_Tide_OfficeCurtains_01B,7,FALSE
SM_BS_Military_Clothes_Helmet_01,7,FALSE
SM_M_Government_Office_SofaCloth_04,7,FALSE
SM_H_Government_Tide_FolderBox_01,7,FALSE
SM_M_Industrial_Tools_WoodenBoard_04,7,FALSE
SM_NavalBattle_Building_Residential_Decal_11c,7,FALSE
SM_H_FutureTech_Door_01_R,7,FALSE
SM_M_Government_Office_DecorativePainting_04A,7,FALSE
SM_H_FutureTech_Furniture_PaperCups_01_C,7,FALSE
SM_H_FutureTech_Machinery_Cabinet_03D,7,FALSE
SM_H_Building_Tide_WardenLounge_01H,7,FALSE
SM_M_Government_Office_Cigar_01,7,FALSE
SM_H_Building_Industrial_Tide_Cellar_22mB,7,FALSE
SM_IceLand_Nature_RockWall_01_D,7,FALSE
SM_M_Industrial_Tools_Scaffold_03,7,FALSE
SM_H_FutureTech_Furniture_Cabinet_07A,7,FALSE
SM_H_FutureTech_Table_Lamp_01,7,FALSE
SM_H_FutureTech_ExperimentalTools_01_A,7,FALSE
SM_H_Government_Tide_TestTubeRacks_01,7,FALSE
SM_H_Gibraltar_Props_Industrial_Rocks_01C,7,TRUE
SM_NavalBattle_Nature_Rock_Large_Island_01_HD,6,FALSE
SM_H_Building_Tide_Wire_01c,6,TRUE
SM_H_Building_Tide_Wire_01b,6,TRUE
SM_H_Building_Industrial_Wall_Wire_03,6,TRUE
SM_M_Government_Office_ClothBox_01,6,FALSE
SM_H_IceLand_Props_WeatherCloth_04a,6,FALSE
SM_Branding_Sign_13,6,FALSE
SM_H_FutureTech_Furniture_PaperCups_01_B,6,FALSE
SM_H_FutureTech_Resort_Papers_02a,6,TRUE
SM_H_FutureTech_Resort_Papers_02b,6,TRUE
SM_M_Commercial_Resort_LeatherBag_01,6,FALSE
SM_M_Government_Office_Printer_02,6,FALSE
SM_H_Government_Tide_ElectricDrill_01,6,FALSE
SM_H_Building_Tide_PrisonMain_12d,6,FALSE
SM_H_Building_Tide_Jail_Pillar_04,6,FALSE
SM_M_Government_Office_Paper_05,6,TRUE
SM_H_Building_Tide_Kitchendoor_01_L,6,FALSE
SM_M_Government_Office_Paper_01,6,FALSE
SM_H_Government_Tide_Planer_01,6,FALSE
SM_H_Government_Tide_ClothSlot_03B,6,FALSE
SM_BS_Military_Clothes_Bag_02,6,FALSE
SM_H_Government_Office_Printer_01,6,FALSE
SM_H_Government_Office_Notepad_01,6,TRUE
SM_H_Building_Tide_WaterDungeon_06c,6,FALSE
SM_H_FutureTech_Resort_Papers_03c,6,TRUE
SM_H_Government_Tide_Console_01,6,FALSE
SM_H_Building_Tide_Dock_13e,6,FALSE
SM_H_FutureTech_Electron_Computer_01_02,6,FALSE
SM_H_Government_Tide_Roadmap_01G,6,FALSE
SM_H_Building_Tide_PrisonMain_Tower_01_Decal,6,FALSE
SM_H_Government_Tide_NoticeBoard_04,6,FALSE
SM_H_Props_NavalBattle_Electric_01,6,FALSE
SM_M_Government_Electrical_Switch_04,6,FALSE
SM_H_Building_Tide_PrisonMain_12d_Glass,6,FALSE
SM_H_Gibraltar_Building_Industrial_04C_Pipeline,6,TRUE
SM_M_Building_Industrial_Mine_Fans_01,6,FALSE
SM_Industrial_Debris_Bottle_01,6,FALSE
SM_H_Government_Tide_Spatula_01,6,TRUE
SM_H_Government_Tide_Hearth_01C,6,FALSE
SM_Building_Military_Flag_01,6,FALSE
SM_H_Building_Tide_DeepJail_03d,6,FALSE
SM_H_Government_Tide_MetalPipe_02,6,TRUE
SM_Branding_ConstructionsiteSign_22,6,FALSE
SM_H_Building_Tide_DeepJail_11e,6,FALSE
SM_H_FutureTech_Tools_01I,6,FALSE
SM_BS_Military_Clothes_Bag_06,6,FALSE
SM_H_FutureTech_Furniture_Coffee_01_D,6,TRUE
SM_M_Building_Commercial_SaberToothedTigerBone,6,FALSE
SM_M_Commercial_Resort_Cask_01,6,FALSE
SM_H_FutureTech_Furniture_Chair_07,6,FALSE
SM_H_Government_Tide_ElectrocutionChair_01,6,FALSE
SM_H_Gibraltar_Props_Industrial_01C,6,FALSE
SM_H_IceLand_Lighting_StreetLamp_03,6,FALSE
SM_H_Building_Tide_Jail_Shelf_01,6,FALSE
SM_BS_Military_Weapon_Bullet_01,6,TRUE
SM_H_Government_Tide_Knife_02,6,FALSE
SM_H_Government_Tide_Stigma_02,6,FALSE
SM_M_Building_Commercial_TyrannosaurusRexBone,6,FALSE
SM_H_Government_Tide_Decoration_07,6,FALSE
SM_H_Government_Office_ConferenceBoard_01,6,FALSE
SM_M_Industrial_Commercial_Bar_Picture_04,6,FALSE
SM_M_Government_Office_Towel_02,6,TRUE
SM_H_Government_Tide_Decoration_04,6,FALSE
SM_M_Government_Office_ClothServer_01,6,FALSE
BlockWallCube,6,FALSE
SM_H_Building_Tide_WardenBoxroom_pillar02,6,FALSE
SM_H_Building_Tide_Cage_01c,6,FALSE
SM_H_Government_Tide_Washcloth_01,6,FALSE
SM_BS_Military_Modified_HangingBoard_04,6,FALSE
SM_IceLand_Nature_RockWall_01,6,FALSE
SM_H_Building_Tide_Jail_Ventilator_04,6,FALSE
SM_H_Building_Tide_Jail_Ventilator_04_Glass,6,TRUE
SM_H_Building_Tide_Jail_Railing_03d,6,FALSE
SM_M_Industrial_Tools_ScaffoldBoard_01,6,FALSE
SM_H_Building_Tide_Jail_Ventilator_03,6,FALSE
SM_H_Building_Tide_DeepJail_02j,6,FALSE
SM_H_FutureTech_Tools_Box_03,6,FALSE
SM_M_Government_Office_MedicineCabinet_05,6,FALSE
SM_Branding_Warning_Sign_24,6,FALSE
SM_Branding_Warning_Sign_12,6,FALSE
SM_H_Government_Office_MillingMachine_01,6,FALSE
SM_H_Government_Tide_HospitalBed_01,6,FALSE
SM_H_Industrial_Tools_Dedustingequipment_01,6,FALSE
SM_H_Government_Office_Analyzer_01_Glass,6,FALSE
SM_H_Government_Tide_PlasticCurtains_01,6,FALSE
SM_H_Building_Tide_InterrogationRoom_11,6,FALSE
SM_H_Government_Tide_GasMask_01,6,FALSE
SM_H_Government_Office_FileCabinet_03,6,FALSE
SM_M_Government_Office_ClothesRack_01,6,FALSE
SM_H_Building_Tide_PrisonMain_14g,6,FALSE
SM_NavalBattle_Nature_Rock_05_HD,5,FALSE
SM_FutureTech_Lighting_ElevatorDecoration_02,5,FALSE
SM_M_Building_ware_01b,5,TRUE
SM_M_Industrial_Debris_Bottle_01,5,FALSE
SM_Government_Office_Ashtray_01,5,TRUE
SM_H_Government_Hospital_Picture_01,5,FALSE
SM_H_Building_Tide_Jail_Gate_02b,5,FALSE
SM_H_Government_Tide_Shopwindow_01,5,FALSE
SM_H_Government_Tide_DiningTable_01,5,FALSE
SM_Building_Military_Flag_05,5,FALSE
SM_H_Shafted_Props_Industrial_Pipeline_01s,5,FALSE
SM_H_Government_Tide_WaterPump_02a,5,FALSE
SM_H_Government_Tide_WaterPump_02b,5,FALSE
SM_Transport_Airplane_Lighting_04,5,FALSE
SM_M_Residential_Decoration_Clothes_02,5,FALSE
SM_H_Building_Tide_PrisonMain_03d,5,FALSE
SM_H_Building_Tide_PrisonMain_Metal_04d,5,FALSE
SM_Medium_DoubleDoor_15A,5,FALSE
SM_H_Building_Tide_PrisonMain_Metal_04d_Net,5,FALSE
SM_H_Building_Tide_WaterDungeon_06a,5,FALSE
SM_M_Government_Office_StickyNote_01,5,FALSE
SM_H_FutureTech_Resort_MopBucket_01,5,TRUE
SM_M_NavalBattle_Building_Decal_19f,5,TRUE
SM_H_Government_Tide_Book_02H,5,TRUE
SM_H_Props_NavalBattle_Electric_01b,5,FALSE
SM_Branding_Sign_09,5,FALSE
SM_Medium_DoubleDoor_15B,5,FALSE
SM_H_IceLand_Lighting_StreetLamp_02,5,FALSE
SM_H_FutureTech_Office_Newspaper_07,5,TRUE
